timestamp,emotion,emotion_score,focus_score,final_engagement
23:14:07,neutral,70,17,43
23:14:07,neutral,70,14,42
23:14:07,neutral,70,14,42
23:14:07,neutral,70,16,43
23:14:08,neutral,70,16,43
23:14:08,neutral,70,16,43
23:14:08,neutral,70,15,42
23:14:08,neutral,70,15,42
23:14:08,neutral,70,15,42
23:14:08,neutral,70,15,42
23:14:08,neutral,70,15,42
23:14:08,fear,25,15,20
23:14:08,surprise,85,15,50
23:14:08,surprise,85,15,50
23:14:08,surprise,85,17,51
23:14:08,surprise,85,17,51
23:14:08,surprise,85,20,52
23:14:09,surprise,85,20,52
23:14:09,fear,25,24,24
23:14:09,fear,25,29,27
23:14:09,fear,25,29,27
23:14:09,fear,25,29,27
23:14:09,neutral,70,32,51
23:14:09,neutral,70,32,51
23:14:09,neutral,70,34,52
23:14:09,fear,25,50,37
23:14:09,neutral,70,63,66
23:14:09,neutral,70,63,66
23:14:09,neutral,70,63,66
23:14:10,neutral,70,61,65
23:14:10,neutral,70,61,65
23:14:10,neutral,70,58,64
23:14:10,fear,25,50,37
23:14:10,fear,25,64,44
23:14:10,neutral,70,57,63
23:14:10,neutral,70,56,63
23:14:10,neutral,70,52,61
23:14:10,neutral,70,52,61
23:14:10,neutral,70,50,60
23:14:10,neutral,70,50,60
23:14:10,neutral,70,48,59
23:14:11,neutral,70,48,59
23:14:11,neutral,70,46,58
23:14:11,neutral,70,44,57
23:14:11,neutral,70,44,57
23:14:11,neutral,70,44,57
23:14:11,neutral,70,43,56
23:14:11,neutral,70,43,56
23:14:11,neutral,70,42,56
23:14:11,neutral,70,42,56
23:14:11,neutral,70,42,56
23:14:11,neutral,70,42,56
23:14:11,neutral,70,42,56
23:14:11,neutral,70,42,56
