timestamp,emotion,emotion_score,focus_score,final_engagement
19:21:24,neutral,70,56,63
19:21:24,sad,40,56,48
19:21:25,sad,40,55,47
19:21:25,sad,40,55,47
19:21:25,sad,40,56,48
19:21:25,sad,40,55,47
19:21:25,sad,40,55,47
19:21:25,sad,40,55,47
19:21:25,sad,40,55,47
19:21:25,sad,40,55,47
19:21:25,sad,40,56,48
19:21:26,sad,40,55,47
19:21:26,sad,40,55,47
19:21:26,sad,40,55,47
19:21:26,sad,40,55,47
19:21:26,sad,40,56,48
19:21:26,neutral,70,56,63
19:21:26,neutral,70,56,63
19:21:26,sad,40,56,48
19:21:26,sad,40,56,48
19:21:27,neutral,70,56,63
19:21:27,neutral,70,56,63
19:21:27,neutral,70,56,63
19:21:28,neutral,70,56,63
19:21:28,neutral,70,57,63
19:21:28,neutral,70,57,63
19:21:28,neutral,70,57,63
19:21:28,happy,100,58,79
19:21:28,neutral,70,59,64
19:21:29,neutral,70,59,64
19:21:29,neutral,70,61,65
19:21:29,happy,100,61,80
19:21:29,happy,100,60,80
19:21:29,happy,100,60,80
19:21:29,happy,100,59,79
19:21:29,happy,100,60,80
19:21:29,happy,100,60,80
19:21:29,happy,100,60,80
19:21:29,happy,100,60,80
19:21:29,happy,100,60,80
19:21:30,happy,100,60,80
19:21:30,happy,100,61,80
19:21:30,happy,100,62,81
19:21:30,happy,100,63,81
19:21:30,happy,100,63,81
19:21:30,happy,100,63,81
19:21:30,happy,100,64,82
19:21:30,neutral,70,71,70
19:21:30,neutral,70,50,60
19:21:31,happy,100,82,91
19:21:31,happy,100,81,90
19:21:31,happy,100,79,89
19:21:31,happy,100,79,89
19:21:31,happy,100,79,89
19:21:31,happy,100,73,86
19:21:31,happy,100,69,84
19:21:31,happy,100,71,85
19:21:31,happy,100,71,85
19:21:31,happy,100,73,86
19:21:32,happy,100,67,83
19:21:32,happy,100,66,83
19:21:32,happy,100,65,82
19:21:32,happy,100,66,83
19:21:32,happy,100,65,82
19:21:32,happy,100,65,82
19:21:32,sad,40,70,55
19:21:32,happy,100,78,89
19:21:32,happy,100,79,89
19:21:32,happy,100,78,89
19:21:33,happy,100,77,88
19:21:33,happy,100,77,88
19:21:33,happy,100,76,88
19:21:33,happy,100,76,88
19:21:33,happy,100,74,87
19:21:33,happy,100,70,85
19:21:33,happy,100,71,85
19:21:33,happy,100,70,85
19:21:33,happy,100,71,85
19:21:33,happy,100,72,86
19:21:34,happy,100,71,85
19:21:34,happy,100,72,86
19:21:34,happy,100,72,86
19:21:34,happy,100,71,85
19:21:34,happy,100,70,85
19:21:34,happy,100,70,85
19:21:34,happy,100,71,85
19:21:34,happy,100,71,85
19:21:34,happy,100,71,85
19:21:34,happy,100,71,85
19:21:35,happy,100,71,85
19:21:35,happy,100,71,85
19:21:35,happy,100,72,86
19:21:35,happy,100,72,86
19:21:35,happy,100,71,85
19:21:35,happy,100,72,86
19:21:35,neutral,70,71,70
19:21:35,neutral,70,71,70
19:21:35,neutral,70,71,70
19:21:35,neutral,70,70,70
19:21:36,neutral,70,70,70
19:21:36,neutral,70,69,69
19:21:36,neutral,70,69,69
19:21:36,neutral,70,69,69
19:21:36,neutral,70,68,69
19:21:36,neutral,70,68,69
19:21:36,neutral,70,69,69
19:21:36,neutral,70,68,69
19:21:36,neutral,70,69,69
19:21:36,neutral,70,69,69
19:21:37,neutral,70,69,69
19:21:37,neutral,70,68,69
19:21:37,neutral,70,67,68
19:21:37,neutral,70,68,69
19:21:37,neutral,70,68,69
19:21:37,neutral,70,68,69
19:21:37,neutral,70,67,68
19:21:37,neutral,70,67,68
19:21:37,neutral,70,68,69
19:21:38,neutral,70,67,68
19:21:38,neutral,70,67,68
19:21:38,neutral,70,67,68
19:21:38,neutral,70,67,68
19:21:38,neutral,70,67,68
19:21:38,neutral,70,66,68
19:21:38,neutral,70,67,68
19:21:38,neutral,70,68,69
19:21:38,neutral,70,68,69
19:21:38,neutral,70,68,69
19:21:39,neutral,70,68,69
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:39,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,68,84
19:21:40,happy,100,69,84
19:21:40,happy,100,69,84
19:21:41,happy,100,67,83
19:21:41,happy,100,68,84
19:21:41,happy,100,68,84
19:21:41,happy,100,68,84
19:21:41,happy,100,69,84
19:21:41,happy,100,68,84
19:21:41,happy,100,67,83
19:21:41,happy,100,67,83
19:21:41,happy,100,67,83
19:21:41,neutral,70,67,68
19:21:42,neutral,70,67,68
19:21:42,neutral,70,67,68
19:21:42,neutral,70,66,68
19:21:42,neutral,70,66,68
19:21:42,neutral,70,65,67
19:21:42,neutral,70,66,68
19:21:42,neutral,70,66,68
19:21:42,neutral,70,67,68
19:21:42,neutral,70,65,67
19:21:43,sad,40,65,52
19:21:43,neutral,70,62,66
19:21:43,neutral,70,56,63
19:21:43,neutral,70,54,62
19:21:43,neutral,70,53,61
19:21:43,neutral,70,53,61
19:21:44,neutral,70,53,61
19:21:44,neutral,70,53,61
19:21:44,neutral,70,55,62
19:21:44,neutral,70,59,64
19:21:44,neutral,70,63,66
