timestamp,emotion,emotion_score,focus_score,final_engagement
18:42:10,sad,40,71,55
18:42:10,neutral,70,66,68
18:42:10,neutral,70,66,68
18:42:10,sad,40,65,52
18:42:10,neutral,70,66,68
18:42:10,neutral,70,66,68
18:42:10,sad,40,67,53
18:42:10,sad,40,66,53
18:42:10,neutral,70,67,68
18:42:10,neutral,70,68,69
18:42:11,neutral,70,68,69
18:42:11,neutral,70,69,69
18:42:11,neutral,70,69,69
18:42:11,neutral,70,69,69
18:42:11,neutral,70,69,69
18:42:11,neutral,70,68,69
18:42:11,sad,40,69,54
18:42:11,sad,40,68,54
18:42:11,sad,40,69,54
18:42:11,sad,40,68,54
18:42:12,sad,40,69,54
18:42:12,sad,40,69,54
18:42:12,sad,40,69,54
18:42:12,sad,40,69,54
18:42:12,sad,40,68,54
18:42:12,sad,40,69,54
18:42:12,sad,40,69,54
18:42:12,neutral,70,70,70
18:42:12,neutral,70,70,70
18:42:12,sad,40,69,54
18:42:13,neutral,70,69,69
18:42:13,neutral,70,68,69
18:42:14,neutral,70,70,70
18:42:14,neutral,70,70,70
18:42:14,neutral,70,70,70
18:42:14,neutral,70,70,70
18:42:14,neutral,70,68,69
18:42:14,neutral,70,68,69
18:42:14,neutral,70,67,68
18:42:14,neutral,70,66,68
18:42:14,neutral,70,65,67
18:42:14,neutral,70,62,66
18:42:15,neutral,70,63,66
18:42:15,neutral,70,58,64
18:42:15,neutral,70,50,60
18:42:15,neutral,70,49,59
18:42:15,neutral,70,45,57
18:42:15,neutral,70,43,56
18:42:15,neutral,70,43,56
18:42:15,neutral,70,49,59
18:42:15,neutral,70,48,59
18:42:15,neutral,70,49,59
18:42:15,neutral,70,49,59
18:42:16,neutral,70,49,59
18:42:16,neutral,70,50,60
18:42:16,neutral,70,51,60
18:42:16,neutral,70,51,60
18:42:16,neutral,70,51,60
18:42:16,neutral,70,50,60
18:42:16,neutral,70,51,60
18:42:16,neutral,70,53,61
18:42:16,neutral,70,53,61
18:42:16,neutral,70,52,61
18:42:16,neutral,70,52,61
18:42:16,neutral,70,53,61
18:42:17,neutral,70,54,62
18:42:17,neutral,70,55,62
18:42:17,neutral,70,59,64
18:42:17,neutral,70,64,67
18:42:17,neutral,70,70,70
18:42:17,neutral,70,70,70
18:42:17,neutral,70,73,71
18:42:17,neutral,70,75,72
18:42:17,neutral,70,76,73
18:42:17,neutral,70,77,73
18:42:18,neutral,70,77,73
18:42:18,neutral,70,78,74
18:42:18,fear,25,78,51
18:42:18,fear,25,78,51
18:42:18,happy,100,78,89
18:42:18,happy,100,78,89
18:42:18,happy,100,77,88
18:42:18,happy,100,77,88
18:42:18,happy,100,77,88
18:42:18,happy,100,77,88
18:42:18,angry,30,76,53
18:42:19,angry,30,76,53
18:42:19,happy,100,76,88
18:42:19,happy,100,76,88
18:42:19,angry,30,76,53
18:42:19,angry,30,76,53
18:42:19,happy,100,76,88
18:42:19,happy,100,75,87
18:42:19,happy,100,75,87
18:42:19,happy,100,76,88
18:42:19,happy,100,76,88
18:42:19,happy,100,76,88
18:42:20,angry,30,76,53
18:42:20,happy,100,75,87
18:42:20,happy,100,76,88
18:42:20,happy,100,76,88
18:42:20,happy,100,76,88
18:42:20,happy,100,75,87
18:42:20,happy,100,75,87
18:42:20,happy,100,75,87
18:42:20,happy,100,75,87
18:42:20,fear,25,75,50
18:42:21,fear,25,75,50
18:42:21,happy,100,75,87
18:42:21,happy,100,75,87
18:42:21,happy,100,76,88
18:42:21,happy,100,75,87
18:42:21,happy,100,76,88
18:42:21,happy,100,75,87
18:42:21,happy,100,76,88
18:42:21,angry,30,75,52
18:42:21,fear,25,76,50
18:42:21,fear,25,75,50
18:42:22,happy,100,75,87
18:42:22,happy,100,75,87
18:42:22,happy,100,75,87
18:42:22,happy,100,75,87
18:42:22,happy,100,75,87
18:42:22,angry,30,74,52
18:42:22,angry,30,74,52
18:42:22,happy,100,74,87
18:42:22,angry,30,74,52
18:42:22,angry,30,74,52
18:42:22,happy,100,74,87
18:42:23,angry,30,74,52
18:42:23,angry,30,74,52
18:42:23,angry,30,74,52
18:42:23,fear,25,75,50
18:42:23,fear,25,74,49
18:42:23,fear,25,74,49
18:42:23,fear,25,74,49
18:42:23,fear,25,75,50
18:42:23,happy,100,76,88
18:42:23,happy,100,76,88
18:42:24,neutral,70,77,73
