timestamp,emotion,emotion_score,focus_score,final_engagement
20:14:16,neutral,70,71,70
20:14:16,fear,25,62,43
20:14:16,neutral,70,62,66
20:14:16,surprise,85,64,74
20:14:16,surprise,85,64,74
20:14:16,surprise,85,64,74
20:14:16,surprise,85,64,74
20:14:16,surprise,85,63,74
20:14:17,neutral,70,63,66
20:14:17,fear,25,63,44
20:14:17,fear,25,63,44
20:14:17,fear,25,63,44
20:14:17,fear,25,63,44
20:14:17,fear,25,63,44
20:14:17,neutral,70,62,66
20:14:17,neutral,70,62,66
20:14:17,fear,25,63,44
20:14:17,fear,25,63,44
20:14:17,neutral,70,62,66
20:14:18,fear,25,62,43
20:14:18,fear,25,63,44
20:14:18,neutral,70,63,66
20:14:18,neutral,70,63,66
20:14:18,neutral,70,63,66
20:14:18,fear,25,63,44
20:14:18,fear,25,63,44
20:14:18,fear,25,63,44
20:14:18,neutral,70,63,66
20:14:18,neutral,70,63,66
20:14:18,neutral,70,63,66
20:14:18,neutral,70,62,66
20:14:18,neutral,70,62,66
20:14:19,neutral,70,63,66
20:14:19,neutral,70,62,66
20:14:19,neutral,70,62,66
20:14:19,neutral,70,61,65
20:14:19,neutral,70,62,66
20:14:19,neutral,70,62,66
20:14:19,neutral,70,62,66
20:14:19,fear,25,61,43
20:14:19,happy,100,61,80
20:14:19,happy,100,61,80
20:14:19,happy,100,61,80
20:14:19,neutral,70,63,66
20:14:19,neutral,70,63,66
20:14:19,fear,25,64,44
20:14:19,unknown,50,50,50
20:14:20,unknown,50,50,50
20:14:20,unknown,50,50,50
20:14:20,unknown,50,50,50
20:14:20,fear,25,37,31
20:14:20,happy,100,31,65
20:14:20,happy,100,32,66
20:14:20,happy,100,32,66
20:14:20,happy,100,49,74
20:14:20,happy,100,49,74
20:14:20,happy,100,60,80
20:14:20,fear,25,72,48
20:14:20,fear,25,72,48
20:14:20,fear,25,72,48
20:14:20,happy,100,80,90
20:14:20,happy,100,80,90
20:14:20,happy,100,80,90
20:14:21,happy,100,80,90
20:14:21,happy,100,79,89
20:14:21,happy,100,79,89
20:14:21,happy,100,80,90
20:14:21,happy,100,80,90
20:14:21,happy,100,80,90
20:14:21,happy,100,79,89
20:14:21,happy,100,79,89
20:14:21,happy,100,79,89
20:14:21,happy,100,79,89
20:14:21,happy,100,79,89
20:14:21,happy,100,78,89
20:14:21,happy,100,77,88
20:14:21,happy,100,77,88
20:14:22,happy,100,77,88
20:14:22,happy,100,75,87
20:14:22,happy,100,76,88
20:14:22,happy,100,75,87
20:14:22,sad,40,71,55
20:14:22,sad,40,72,56
20:14:22,sad,40,71,55
