timestamp,emotion,emotion_score,focus_score,final_engagement
21:45:12,neutral,70,62,66
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,59,64
21:45:12,neutral,70,61,65
21:45:12,neutral,70,61,65
21:45:13,neutral,70,63,66
21:45:13,neutral,70,68,69
21:45:13,neutral,70,68,69
21:45:13,neutral,70,71,70
21:45:13,neutral,70,75,72
21:45:13,neutral,70,75,72
21:45:13,neutral,70,77,73
21:45:13,neutral,70,79,74
21:45:13,neutral,70,80,75
21:45:13,happy,100,81,90
21:45:13,happy,100,81,90
21:45:13,happy,100,84,92
21:45:14,happy,100,84,92
21:45:14,angry,30,86,58
21:45:14,neutral,70,50,60
21:45:14,neutral,70,75,72
21:45:14,fear,25,50,37
21:45:14,fear,25,50,37
21:45:14,sad,40,37,38
21:45:14,sad,40,37,38
21:45:14,sad,40,23,31
21:45:14,neutral,70,16,43
21:45:14,neutral,70,33,51
21:45:14,neutral,70,33,51
21:45:15,neutral,70,41,55
21:45:15,neutral,70,41,55
21:45:15,neutral,70,55,62
21:45:15,neutral,70,55,62
21:45:15,happy,100,57,78
21:45:15,happy,100,60,80
21:45:15,happy,100,60,80
21:45:15,happy,100,66,83
21:45:15,happy,100,66,83
21:45:15,happy,100,66,83
21:45:15,happy,100,72,86
21:45:15,happy,100,74,87
21:45:15,happy,100,74,87
21:45:15,happy,100,74,87
21:45:15,happy,100,74,87
21:45:16,happy,100,74,87
21:45:16,happy,100,76,88
21:45:16,happy,100,76,88
21:45:16,happy,100,76,88
21:45:16,happy,100,74,87
21:45:16,happy,100,73,86
21:45:16,happy,100,74,87
21:45:16,happy,100,70,85
21:45:16,happy,100,68,84
21:45:16,happy,100,67,83
21:45:16,happy,100,68,84
21:45:16,happy,100,67,83
21:45:16,happy,100,67,83
21:45:16,happy,100,68,84
21:45:16,happy,100,68,84
21:45:17,happy,100,68,84
21:45:17,happy,100,68,84
21:45:17,happy,100,66,83
21:45:17,happy,100,66,83
21:45:17,happy,100,65,82
21:45:17,happy,100,64,82
21:45:17,happy,100,64,82
21:45:17,happy,100,64,82
21:45:17,angry,30,63,46
21:45:17,angry,30,63,46
21:45:17,happy,100,63,81
21:45:17,angry,30,62,46
21:45:17,angry,30,62,46
21:45:17,angry,30,62,46
21:45:17,angry,30,62,46
21:45:18,angry,30,62,46
21:45:18,angry,30,62,46
21:45:18,neutral,70,63,66
21:45:18,neutral,70,63,66
21:45:18,neutral,70,63,66
21:45:18,neutral,70,64,67
21:45:18,neutral,70,66,68
21:45:18,neutral,70,65,67
21:45:18,neutral,70,67,68
21:45:18,neutral,70,66,68
21:45:18,neutral,70,66,68
21:45:18,neutral,70,66,68
21:45:18,neutral,70,66,68
21:45:19,neutral,70,65,67
21:45:19,neutral,70,65,67
21:45:19,neutral,70,65,67
21:45:19,neutral,70,66,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,66,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,67,68
21:45:19,neutral,70,67,68
21:45:20,neutral,70,67,68
21:45:20,neutral,70,67,68
21:45:20,neutral,70,67,68
21:45:20,neutral,70,68,69
21:45:20,neutral,70,68,69
21:45:20,neutral,70,68,69
21:45:20,neutral,70,68,69
21:45:20,neutral,70,69,69
21:45:20,neutral,70,69,69
21:45:20,neutral,70,69,69
21:45:20,neutral,70,69,69
21:45:20,neutral,70,70,70
21:45:20,neutral,70,69,69
21:45:20,neutral,70,69,69
21:45:20,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,70,70
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,70,70
21:45:21,neutral,70,69,69
21:45:21,neutral,70,69,69
21:45:21,neutral,70,70,70
21:45:21,neutral,70,70,70
21:45:21,neutral,70,70,70
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,70,70
21:45:22,neutral,70,70,70
21:45:22,neutral,70,70,70
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,70,70
21:45:22,neutral,70,70,70
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:22,neutral,70,69,69
21:45:23,neutral,70,69,69
21:45:23,neutral,70,69,69
21:45:23,neutral,70,70,70
21:45:23,neutral,70,70,70
21:45:23,neutral,70,70,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,70,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,71,70
21:45:23,neutral,70,72,71
21:45:23,neutral,70,72,71
21:45:23,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,73,71
21:45:24,neutral,70,73,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:24,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,73,71
21:45:25,neutral,70,73,71
21:45:25,neutral,70,74,72
21:45:25,neutral,70,73,71
21:45:25,neutral,70,73,71
21:45:25,neutral,70,73,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:25,neutral,70,72,71
21:45:26,neutral,70,72,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,73,71
21:45:26,neutral,70,74,72
21:45:26,neutral,70,75,72
21:45:26,neutral,70,75,72
21:45:26,neutral,70,75,72
21:45:27,neutral,70,75,72
21:45:27,neutral,70,75,72
21:45:27,neutral,70,76,73
21:45:27,neutral,70,76,73
21:45:27,neutral,70,76,73
21:45:27,neutral,70,76,73
21:45:27,neutral,70,75,72
21:45:27,neutral,70,75,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:27,neutral,70,74,72
21:45:28,neutral,70,73,71
21:45:28,neutral,70,74,72
21:45:28,neutral,70,74,72
21:45:28,neutral,70,73,71
21:45:28,neutral,70,73,71
21:45:28,neutral,70,72,71
21:45:28,neutral,70,72,71
21:45:28,neutral,70,72,71
21:45:28,neutral,70,72,71
21:45:28,neutral,70,71,70
21:45:28,neutral,70,71,70
21:45:28,neutral,70,70,70
21:45:28,neutral,70,70,70
21:45:28,neutral,70,70,70
21:45:28,neutral,70,70,70
21:45:29,neutral,70,70,70
21:45:29,neutral,70,70,70
21:45:29,neutral,70,71,70
21:45:29,neutral,70,73,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,72,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,72,71
21:45:29,neutral,70,73,71
21:45:29,neutral,70,72,71
21:45:30,neutral,70,72,71
21:45:30,neutral,70,73,71
21:45:30,neutral,70,73,71
21:45:30,neutral,70,73,71
21:45:30,neutral,70,72,71
